Serial number,Time,Status,EacToday(kWh),EacTotal(kWh),Vpv1(V),Vpv2(V),Vpv3(V),Vpv4(V),Vpv5(V),Vpv6(V),Vpv7(V),Vpv8(V),Vpv9(V),Vpv10(V),Vpv11(V),Vpv12(V),Vpv13(V),Vpv14(V),Vpv15(V),Vpv16(V),Ipv1(A),Ipv2(A),Ipv3(A),Ipv4(A),Ipv5(A),Ipv6(A),Ipv7(A),Ipv8(A),Ipv9(A),Ipv10(A),Ipv11(A),Ipv12(A),Ipv13(A),Ipv14(A),Ipv15(A),Ipv16(A),Ppv1(W),Ppv2(W),Ppv3(W),Ppv4(W),Ppv5(W),Ppv6(W),Ppv7(W),Ppv8(W),Ppv9(W),Ppv10(W),Ppv11(W),Ppv12(W),Ppv13(W),Ppv14(W),Ppv15(W),Ppv16(W),Ppv(W),EpvToday(kWh),EpvTotal(kWh),TimeTotal(H),VacRS(V),VacST(V),VacTR(V),IacR(A),IacS(A),IacT(A),PacR(VA),PacS(VA),PacT(VA),VacR(V),VacS(V),VacT(V),Fac(Hz),Pac(W),PF,#NAME?,#NAME?.1,INVTemp(℃),AMTemp1(℃),BTTemp(℃),OUTTemp(℃),AMTemp2(℃),Vstr1(V),Vstr2(V),Vstr3(V),Vstr4(V),Vstr5(V),Vstr6(V),Vstr7(V),Vstr8(V),Vstr9(V),Vstr10(V),Vstr11(V),Vstr12(V),Vstr13(V),Vstr14(V),Vstr15(V),Vstr16(V),Vstr17(V),Vstr18(V),Vstr19(V),Vstr20(V),Vstr21(V),Vstr22(V),Vstr23(V),Vstr24(V),Vstr25(V),Vstr26(V),Vstr27(V),Vstr28(V),Vstr29(V),Vstr30(V),Vstr31(V),Vstr32(V),Istr1(A),Istr2(A),Istr3(A),Istr4(A),Istr5(A),Istr6(A),Istr7(A),Istr8(A),Istr9(A),Istr10(A),Istr11(A),Istr12(A),Istr13(A),Istr14(A),Istr15(A),Istr16(A),Istr17(A),Istr18(A),Istr19(A),Istr20(A),Istr21(A),Istr22(A),Istr23(A),Istr24(A),Istr25(A),Istr26(A),Istr27(A),Istr28(A),Istr29(A),Istr30(A),Istr31(A),Istr32(A),PIDStatus,Vpid1(V),Vpid2(V),Vpid3(V),Vpid4(V),Vpid5(V),Vpid6(V),Vpid7(V),Vpid8(V),Vpid9(V),Vpid10(V),Vpid11(V),Vpid12(V),Vpid13(V),Vpid14(V),Vpid15(V),Vpid(V),Ipid1(mA),Ipid2(mA),Ipid3(mA),Ipid4(mA),Ipid5(mA),Ipid6(mA),Ipid7(mA),Ipid8(mA),Ipid9(mA),Ipid10(mA),Ipid11(mA),Ipid12(mA),Ipid13(mA),Ipid14(mA),Ipid15(mA),Ipid16(mA),PidFaultCode,FaultCode,FaultBit,Subcode(fault/warn),WarnCode,WarnBit,StrUnmatch,StrUnblance,StrBreak,WarnValue1,WarnValue2,WarnValue3,FaultValue,DerateMode,PV ISO(KΩ),R_DCI(mA),S_DCI(mA),T_DCI(mA),PID_BUS(V),GFCI(mA),SVG/APF Status,CT_I_R(A),CT_I_S(A),CT_I_T(A),CT_Q_R(Var),CT_Q_S(Var),CT_Q_T(Var),CT_HAR_I_R(A),CT_HAR_I_S(A),CT_HAR_I_T(A),COMP_Q_R(Var),COMP_Q_S(Var),COMP_Q_T(Var),COMP_HAR_I_R(A),COMP_HAR_I_S(A),COMP_HAR_I_T(A),Debug1,Debug2,Debug3,ReactPower(Var),ReactPowerMax(Var),ReactPower_Total(kWh),isAgain,AfciStatus,StrengthPv1,StrengthPv2,Pstr1(W),Pstr2(W),Pstr3(W),Pstr4(W),Pstr5(W),Pstr6(W),Pstr7(W),Pstr8(W),Pstr9(W),Pstr10(W),Pstr11(W),Pstr12(W),Pstr13(W),Pstr14(W),Pstr15(W),Pstr16(W),Pstr17(W),Pstr18(W),Pstr19(W),Pstr20(W),Pstr21(W),Pstr22(W),Pstr23(W),Pstr24(W),Pstr25(W),Pstr26(W),Pstr27(W),Pstr28(W),Pstr29(W),Pstr30(W),Pstr31(W),Pstr32(W),Total_String_Power(W),Conversion_Efficiency(%),String_Power_CV(%),Temp_Range(℃)
GKLHE8100T,2025-04-05 09:32:00,Operating,94.8,12698.4,763.0,732.5,735.3,736.6,744.0,728.2,729.5,734.0,612.8,602.6,0,0,0,0,0,0,9.2,13.4,13.3,13.1,12.8,6.6,6.5,3.5,6.6,8.3,0,0,0,0,0,0,7019.6,9815.5,9779.4,9649.4,9523.2,4806.1,4741.7,2569.0,4044.4,5001.5,0,0,0,0,0,0,66904.3,79.6,11264.8,232.1,390.6,388.4,389.2,95.3,94.8,95.7,21528.2,21311.0,21417.6,225.9,224.8,223.8,49.9,63723.5,1,381.2,380.0,56.0,52.4,48.2,0,48.1,762.4,762.4,736.7,736.7,735.1,735.1,737.1,737.1,741.2,741.2,727.4,727.4,729.3,729.3,733.7,733.7,612.8,612.8,602.6,602.6,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.9,6.7,6.2,6.8,6.1,6.6,6.4,6.7,6.1,6.5,0,6.6,0,3.6,0,6.8,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,10240,0,0,0,0,0,1099,42.0,7.3,38.7,5.4,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7619，7619,0，30，672，0，0，13750，1，99,0，0，0，0，0，0，0，0,-1966.6,60546.8,382.6,False,0,0,0,2287.2,4498.16,4935.89,4567.54,4998.68,4484.11,4864.86,4717.4400000000005,4966.040000000001,4521.32,4728.099999999999,0.0,4813.379999999999,0.0,2641.32,0.0,4167.04,0.0,5182.36,0.0,0,0,0,0,0,0,0,0,0,0,0,0,66373.44,96.00752951783123,111.51837246095565,56.0
GKLHE8100T,2025-04-05 09:34:00,Operating,97.1,12700.7,759.0,743.1,732.1,731.2,746.0,726.3,725.7,730.4,609.3,603.0,0,0,0,0,0,0,9.4,13.4,13.5,13.3,12.9,6.7,6.6,3.8,6.7,8.4,0,0,0,0,0,0,7134.6,9957.5,9883.3,9724.9,9623.4,4866.2,4789.6,2775.5,4082.3,5065.2,0,0,0,0,0,0,67873.8,81.7,11266.9,232.1,390.0,388.4,388.5,96.7,96.8,97.3,21805.8,21741.2,21756.2,225.5,224.6,223.6,50.0,64703.4,1,380.0,378.7,55.9,52.6,48.3,0,48.2,760.9,760.9,747.8,747.8,728.4,728.4,728.4,728.4,742.0,742.0,725.7,725.7,729.0,729.0,728.9,728.9,609.3,609.3,603.0,603.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,6.0,6.6,6.2,6.9,6.2,6.7,6.5,6.7,6.2,6.6,0,6.7,0,3.9,0,6.9,0,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,10240,0,0,0,0,0,1099,36.5,22.9,39.4,5.5,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7602，7602,0，30，672，0，0，13750，1，99,0，0，0，0，0，0，0，0,-1916.9,60546.8,382.7,False,0,0,0,2282.7,4565.4,4935.48,4636.36,5025.96,4516.08,4880.28,4734.599999999999,4971.400000000001,4600.400000000001,4789.62,0.0,4884.3,0.0,2842.71,0.0,4204.17,0.0,5185.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,67055.26,96.49265396927848,111.29505267762845,55.9
GKLHE8100T,2025-04-05 09:36:00,Operating,99.5,12703.1,753.0,734.5,743.1,738.9,735.9,712.5,739.3,727.0,614.3,602.4,0,0,0,0,0,0,9.6,13.9,13.6,13.5,13.4,7.0,6.7,3.8,6.8,8.6,0,0,0,0,0,0,7228.8,10209.5,10106.1,9975.1,9861.0,4987.5,4953.3,2762.6,4177.2,5180.6,0,0,0,0,0,0,69394.1,83.7,11268.9,232.2,390.2,388.7,388.8,98.7,98.8,99.4,22256.8,22200.3,22255.6,225.5,224.7,223.9,50.0,66193.2,1,376.9,375.9,50.9,52.8,45.6,0,48.3,753.3,753.3,734.7,734.7,742.8,742.8,740.5,740.5,739.6,739.6,709.5,709.5,740.3,740.3,727.9,727.9,614.3,614.3,602.4,602.4,0,0,0,0,0,0,0,0,0,0,0,0,3.0,6.3,6.9,6.5,7.0,6.2,6.8,6.6,6.9,6.3,6.9,0,6.8,0,3.9,0,7.0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,10240,0,0,0,0,0,1099,62.6,55.0,7.6,5.6,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，274，32998，0，7572，7572,0，30，672，0，0，13750，1，99,0，0，0，0，0，0，0，0,-1779.5,60546.8,382.7,False,0,0,0,2259.8999999999996,4745.79,5069.43,4775.55,5199.599999999999,4605.36,5035.4,4887.3,5103.240000000001,4659.48,4895.55,0.0,5034.04,0.0,2838.81,0.0,4300.099999999999,0.0,5301.12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68710.67,96.3361294541299,111.5342935556446,52.8
GKLHE8100T,2025-04-05 09:38:00,Operating,101.9,12705.4,758.0,735.4,737.7,732.6,740.2,735.0,734.4,734.0,616.1,605.8,0,0,0,0,0,0,9.7,14.1,14.0,13.9,13.6,7.0,6.8,3.8,6.9,8.6,0,0,0,0,0,0,7352.6,10369.1,10327.8,10183.1,10066.7,5145.0,4993.9,2789.2,4251.0,5209.8,0,0,0,0,0,0,70693.1,85.8,11271.0,232.2,390.6,389.3,389.1,100.6,100.4,101.2,22695.3,22590.0,22689.0,225.6,225.0,224.2,50.0,67432.8,1,379.3,378.1,50.9,52.9,45.2,0,48.4,758.2,758.2,735.8,735.8,736.5,736.5,732.9,732.9,740.3,740.3,734.9,734.9,732.3,732.3,734.1,734.1,616.1,616.1,605.8,605.8,0,0,0,0,0,0,0,0,0,0,0,0,3.1,6.3,7.0,6.6,7.2,6.4,7.0,6.8,7.0,6.4,6.9,0,7.0,0,4.0,0,7.1,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,10240,0,0,0,0,0,1099,47.9,4.9,29.2,5.5,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7575，7575,0，30，672，0，0，13750，1，99,0，0，0，0，0，0，0，0,-1752.0,60546.8,382.8,False,0,0,0,2350.42,4776.66,5150.599999999999,4856.28,5302.8,4713.6,5130.3,4983.719999999999,5182.099999999999,4737.92,5070.81,0.0,5126.099999999999,0.0,2936.4,0.0,4374.3099999999995,0.0,5391.62,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70083.63999999998,96.21760513580632,111.41401329694223,52.9
GKLHE8100T,2025-04-05 09:40:00,Operating,104.2,12707.8,754.1,729.3,727.7,727.7,732.4,727.5,730.4,730.4,611.6,604.5,0,0,0,0,0,0,9.8,14.4,14.4,14.2,13.9,7.2,7.0,3.8,7.0,8.7,0,0,0,0,0,0,7390.1,10501.9,10478.8,10333.3,10180.3,5238.0,5112.8,2775.5,4281.2,5259.1,0,0,0,0,0,0,71630.0,88.1,11273.2,232.2,390.6,388.8,389.1,101.6,101.6,102.6,22931.1,22839.6,22992.6,225.7,224.8,224.1,50.0,68272.6,1,377.4,376.5,51.5,53.1,45.5,0,48.6,752.5,752.5,730.6,730.6,731.4,731.4,726.1,726.1,732.3,732.3,728.2,728.2,723.3,723.3,733.3,733.3,611.6,611.6,604.5,604.5,0,0,0,0,0,0,0,0,0,0,0,0,3.1,6.4,7.2,6.7,7.3,6.5,7.1,7.0,7.2,6.6,7.1,0,7.1,0,3.9,0,7.2,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,10240,0,0,0,0,0,1099,39.7,34.0,33.7,5.7,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7521，7521,0，30，672，0，0，13750，1，99,0，0，0，0，0，0，0，0,-1743.1,60546.8,382.8,False,0,0,0,2332.75,4816.0,5260.320000000001,4895.02,5339.219999999999,4754.099999999999,5155.3099999999995,5082.7,5272.5599999999995,4833.179999999999,5170.22,0.0,5135.429999999999,0.0,2859.87,0.0,4403.52,0.0,5440.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70750.7,96.49741981351423,111.61721239218177,53.1
GKLHE8100T,2025-04-05 09:43:00,Operating,107.4,12711.0,744.5,739.2,739.2,729.6,736.1,735.2,726.8,728.9,609.7,605.6,0,0,0,0,0,0,10.0,14.4,14.3,14.2,14.0,7.2,7.1,4.0,7.1,8.7,0,0,0,0,0,0,7445.0,10644.4,10570.5,10360.3,10305.4,5293.4,5160.2,2915.6,4328.8,5268.7,0,0,0,0,0,0,72280.4,91.1,11276.3,232.3,390.0,388.8,388.6,102.7,102.4,103.4,23148.5,23009.2,23151.2,225.4,224.7,223.9,50.0,68805.6,1,372.3,371.4,52.0,53.3,45.8,0,48.9,745.9,745.9,737.4,737.4,739.1,739.1,733.7,733.7,733.1,733.1,734.8,734.8,725.6,725.6,726.2,726.2,609.7,609.7,605.6,605.6,0,0,0,0,0,0,0,0,0,0,0,0,3.1,6.6,7.2,6.8,7.3,6.5,7.1,7.0,7.3,6.6,7.1,0,7.2,0,4.1,0,7.2,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,10240,0,0,0,0,0,1099,70.2,57.8,18.2,5.8,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7439，7439,0，30，672，0，0，13750，1，99,0，0，0，0，0，0，0，0,-1460.7,60546.8,382.9,False,0,0,0,2312.29,4922.94,5309.28,5014.32,5395.43,4804.150000000001,5209.27,5135.900000000001,5351.63,4838.46,5217.079999999999,0.0,5224.320000000001,0.0,2977.42,0.0,4389.84,0.0,5450.400000000001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,71552.73,96.16069156271188,111.5975765757464,53.3
GKLHE8100T,2025-04-05 09:46:00,Operating,110.0,12713.6,747.0,732.4,739.7,729.3,736.1,735.0,726.4,733.9,608.8,607.0,0,0,0,0,0,0,10.1,14.6,14.4,14.4,14.1,7.3,7.2,3.9,7.2,8.8,0,0,0,0,0,0,7544.7,10693.0,10651.6,10501.9,10379.0,5365.5,5230.0,2862.2,4383.3,5341.6,0,0,0,0,0,0,72882.4,93.2,11278.4,232.3,390.6,389.1,389.0,103.9,103.7,104.5,23460.6,23322.1,23418.4,225.8,224.9,224.1,50.0,69549.8,1,373.4,372.8,52.1,53.4,45.8,0,49.0,749.9,749.9,733.6,733.6,733.7,733.7,729.1,729.1,738.3,738.3,738.2,738.2,728.0,728.0,732.2,732.2,608.8,608.8,607.0,607.0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,6.6,7.3,6.8,7.4,6.6,7.2,7.1,7.3,6.7,7.2,0,7.3,0,4.0,0,7.4,0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,10240,0,0,0,0,0,1099,31.9,44.8,10.4,5.9,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7492，7492,0，30，672，0，0，13750，1，99,0，0，0，0，0，0，0，0,-1479.1,60546.8,383.0,False,0,0,0,2324.69,4949.339999999999,5355.28,4988.4800000000005,5429.380000000001,4842.42,5249.52,5176.61,5389.589999999999,4946.61,5315.040000000001,0.0,5314.4,0.0,2928.8,0.0,4505.12,0.0,5463.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,72178.28,96.3583504622166,111.66883024465035,53.4
GKLHE8100T,2025-04-05 09:48:00,Operating,112.7,12716.3,754.1,726.3,730.8,739.0,737.1,737.4,731.8,730.9,611.9,614.2,0,0,0,0,0,0,10.2,15.0,14.9,14.4,14.3,7.4,7.2,4.0,7.3,9.0,0,0,0,0,0,0,7691.8,10894.5,10888.9,10641.6,10540.5,5456.7,5268.9,2923.6,4466.8,5527.8,0,0,0,0,0,0,74281.7,95.7,11280.9,232.3,390.4,388.9,388.9,105.4,105.3,105.9,23788.7,23660.9,23721.6,225.7,224.7,224.0,50.0,70717.4,1,378.8,377.7,52.4,53.7,46.1,0,49.3,754.0,754.0,727.7,727.7,735.7,735.7,739.9,739.9,737.8,737.8,737.8,737.8,736.0,736.0,731.2,731.2,611.9,611.9,614.2,614.2,0,0,0,0,0,0,0,0,0,0,0,0,3.1,6.7,7.5,7.0,7.5,6.7,7.2,7.1,7.4,6.8,7.3,0,7.3,0,4.1,0,7.4,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,10240,0,0,0,0,0,1099,33.2,65.0,45.8,5.9,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7534，7534,0，30，672，0，0，13750，1，99,0，0，0，0，0，0，0，0,-1707.5,60546.8,383.0,False,0,0,0,2337.4,5051.8,5457.75,5093.900000000001,5517.75,4929.1900000000005,5327.28,5253.29,5459.72,5017.04,5385.94,0.0,5372.8,0.0,2997.92,0.0,4528.06,0.0,5650.64,0.0,0,0,0,0,0,0,0,0,0,0,0,0,73380.48000000001,96.37086047951715,111.7142915172942,53.7
GKLHE8100T,2025-04-05 09:50:00,Operating,115.6,12719.2,749.9,734.8,732.2,725.3,733.7,733.2,734.6,729.6,610.9,620.5,0,0,0,0,0,0,10.3,15.0,15.0,14.9,14.6,7.5,7.3,4.2,7.3,8.9,0,0,0,0,0,0,7723.9,11022.0,10983.0,10806.9,10712.0,5499.0,5362.5,3064.3,4459.5,5522.4,0,0,0,0,0,0,75190.9,98.3,11283.5,232.4,390.7,390.0,389.5,106.7,106.5,107.3,24092.8,23983.8,24099.5,225.8,225.2,224.6,50.0,71622.1,1,374.6,374.1,52.6,53.9,46.1,0,49.6,750.9,750.9,733.1,733.1,732.3,732.3,728.5,728.5,732.3,732.3,733.3,733.3,734.4,734.4,726.1,726.1,610.9,610.9,620.5,620.5,0,0,0,0,0,0,0,0,0,0,0,0,3.2,6.8,7.5,7.1,7.7,6.9,7.4,7.3,7.5,7.0,7.4,0,7.4,0,4.2,0,7.5,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,10240,0,0,0,0,0,1099,45.6,10.2,35.4,6.1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7489，7489,0，30，672，0，0，13750，1，99,0，0，0，0，0，0，0，0,-1504.6,60546.8,383.1,False,0,0,0,2402.88,5106.12,5498.25,5205.01,5638.71,5052.87,5390.900000000001,5318.05,5492.25,5126.099999999999,5426.42,0.0,5434.56,0.0,3049.6200000000003,0.0,4581.75,0.0,5708.599999999999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,74432.09,96.22476004637248,111.63372264392189,53.9
GKLHE8100T,2025-04-05 09:54:00,Operating,119.8,12723.4,753.6,734.7,729.4,735.5,728.0,720.5,730.2,729.6,599.4,615.5,0,0,0,0,0,0,10.4,15.3,15.3,14.9,14.9,7.8,7.4,4.3,7.6,9.1,0,0,0,0,0,0,7837.4,11240.9,11159.8,10958.9,10847.2,5619.9,5403.4,3137.2,4555.4,5601.0,0,0,0,0,0,0,76403.9,102.3,11287.5,232.4,390.4,389.6,389.3,108.6,108.2,109.1,24500.1,24334.1,24492.9,225.6,224.9,224.5,50.0,72841.6,1,376.8,376.0,53.2,54.2,46.5,0,49.9,747.5,747.5,734.5,734.5,732.7,732.7,734.1,734.1,728.8,728.8,722.5,722.5,734.5,734.5,733.8,733.8,599.4,599.4,615.5,615.5,0,0,0,0,0,0,0,0,0,0,0,0,3.3,6.9,7.6,7.2,7.8,7.0,7.5,7.4,7.7,7.1,7.7,0,7.5,0,4.2,0,7.8,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,10240,0,0,0,0,0,1099,24.2,69.4,45.2,6.2,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7471，7471,0，30，672，0，0，13750，1，99,0，0，0，0，0，0，0，0,-1624.4,60546.8,383.1,False,0,0,0,2466.75,5157.75,5582.2,5288.400000000001,5715.06,5128.900000000001,5505.75,5432.34,5611.76,5174.48,5563.25,0.0,5508.75,0.0,3081.96,0.0,4675.32,0.0,5785.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,75678.37000000001,96.25154452983065,111.62204388072814,54.2
GKLHE8100T,2025-04-05 09:56:00,Operating,122.5,12726.1,741.8,736.8,731.6,731.4,731.3,734.3,734.4,727.9,609.7,609.5,0,0,0,0,0,0,10.6,15.4,15.5,15.2,15.1,7.7,7.5,4.5,7.5,9.3,0,0,0,0,0,0,7863.0,11346.7,11339.8,11117.2,11042.6,5654.1,5508.0,3275.5,4572.7,5668.3,0,0,0,0,0,0,77399.0,104.6,11289.8,232.5,390.7,389.3,389.6,109.8,109.7,110.5,24792.8,24671.5,24807.2,225.8,224.9,224.5,50.0,73765.8,1,370.8,370.4,53.8,54.5,46.9,0,50.1,741.9,741.9,735.5,735.5,731.8,731.8,733.0,733.0,732.9,732.9,735.7,735.7,738.1,738.1,729.7,729.7,609.7,609.7,609.5,609.5,0,0,0,0,0,0,0,0,0,0,0,0,3.3,7.0,7.6,7.2,7.9,7.1,7.6,7.4,7.7,7.2,7.6,0,7.6,0,4.6,0,7.7,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,10240,0,0,0,0,0,1099,46.1,51.7,45.6,6.4,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7413，7413,0，30，672，0，0，13750，1，99,0，0，0，0，0，0，0，0,-1427.3,60546.8,383.2,False,0,0,0,2448.27,5193.3,5589.8,5295.6,5781.22,5195.78,5570.8,5424.2,5643.33,5276.88,5591.32,0.0,5609.5599999999995,0.0,3356.62,0.0,4694.6900000000005,0.0,5790.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,76461.62,96.47428343788688,111.41051281351453,54.5
GKLHE8100T,2025-04-05 09:58:00,Operating,125.3,12728.9,749.7,729.4,719.8,725.2,729.9,731.8,719.5,727.9,599.3,612.9,0,0,0,0,0,0,10.6,15.6,15.8,15.4,15.1,7.8,7.7,4.5,7.7,9.2,0,0,0,0,0,0,7946.8,11378.6,11372.8,11168.0,11021.4,5708.0,5540.1,3275.5,4614.6,5638.6,0,0,0,0,0,0,77707.5,107.0,11292.2,232.5,391.2,389.4,389.6,110.4,109.9,110.7,24950.4,24738.4,24841.0,226.0,225.1,224.4,49.9,73975.4,1,375.1,374.6,53.4,54.7,46.6,0,50.3,749.8,749.8,728.3,728.3,720.4,720.4,723.8,723.8,732.5,732.5,731.0,731.0,723.9,723.9,726.8,726.8,599.3,599.3,612.9,612.9,0,0,0,0,0,0,0,0,0,0,0,0,3.3,7.0,7.7,7.4,8.0,7.2,7.7,7.6,7.8,7.2,7.7,0,7.7,0,4.6,0,7.9,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,10240,0,0,0,0,0,1099,50.6,33.8,25.9,6.3,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7492，7492,0，30，672，0，0，13750，1，99,0，0，0，0，0，0，0，0,-1467.2,60546.8,383.2,False,0,0,0,2474.3399999999997,5248.599999999999,5607.91,5389.42,5763.2,5186.88,5573.26,5500.879999999999,5713.5,5274.0,5628.7,0.0,5574.03,0.0,3343.2799999999997,0.0,4734.47,0.0,5822.55,0.0,0,0,0,0,0,0,0,0,0,0,0,0,76835.02,96.27823354506837,111.40685664471629,54.7
